irrelevant,irrelevant,irrelevant,irrelevant,numerical_features,numerical_features,technician_latitude,technician_longitude,site_latitude,site_longitude,categorical_features,categorical_features,categorical_features,categorical_features,categorical_features,categorical_features,target_column,categorical_features,categorical_features,categorical_features,categorical_features
botn800344578,28-Jan-27,TECH1399,Robert Taylor,31,4.8,23.354422,85.3329,23.424422,85.4029,HVAC Maintenance,High Priority,Rooftop AC,Sunny,Jam ,Metropolitian ,0.366666667,Grocery,Scheduled Maintenance ,Carrier,AquaEdge 23XR
tqxi045146775,29-Jan-27,TECH1400,Lisa Nguyen,28,4.5,26.911927,75.797282,26.981927,75.867282,Electrical Repair,Urgent Priority,Asset  type,Sunny,Medium ,Urban ,1.333333333,Books,Customer Complaint ,Trane,CenTraVac
kgap585195507,30-Jan-27,TECH1401,Carlos Rivera,20,3.9,30.890184,75.829615,30.950184,75.889615,Plumbing Maintenance,Low Priority,Air Conditioner,Sunny,Jam ,Metropolitian ,4.5,Cosmetics,Automated System Alert ,Lennox,Energence Ultra
dmfj519519219,31-Jan-27,TECH1402,Emma Brown,26,4.9,26.892312,75.806896,27.022313,75.936896,Boiler Servicing,Medium Priority,Chiller Unit,Stormy,Jam ,Metropolitian ,1.833333333,Kitchen,Compliance Audit ,Daikin,VRV IV
tjib241378229,1-Feb-27,TECH1403,Vikram Singh,34,4.6,0,0,0.01,0.01,Refrigeration System Repair,High Priority,Heat Pump,Sandstorms,Low ,Metropolitian ,2.166666667,Toys,Routine Inspection,York,Affinity YXV
cads491909704,2-Feb-27,TECH1404,Robert Taylor,24,4.8,18.520016,73.830547,18.530016,73.840547,HVAC Maintenance,Urgent Priority,Ventilation System,Sandstorms,High ,Metropolitian ,0.833333333,Snacks,Scheduled Maintenance ,Carrier,AquaEdge 23XR
yoxg386579172,3-Feb-27,TECH1405,Lisa Nguyen,35,4.8,10.994136,76.963303,11.084136,77.053303,Electrical Repair,Low Priority,Rooftop AC,Cloudy,Jam ,Metropolitian ,3.583333333,Clothing,Customer Complaint ,Trane,CenTraVac
jgze646200858,4-Feb-27,TECH1406,Carlos Rivera,31,4.7,22.75004,75.902847,22.78004,75.932847,Plumbing Maintenance,Medium Priority,Asset  type,Sunny,Jam ,Urban ,1.583333333,Snacks,Automated System Alert ,Lennox,Energence Ultra
ugdy034169362,5-Feb-27,TECH1407,Emma Brown,20,4.7,22.514119,88.362504,22.594119,88.442504,Boiler Servicing,High Priority,Air Conditioner,Sunny,Low ,Urban ,2.333333333,Kitchen,Compliance Audit ,Daikin,VRV IV
xzbl323280136,6-Feb-27,TECH1408,Vikram Singh,32,4,22.725748,75.898497,22.735747,75.908497,Refrigeration System Repair,Urgent Priority,Chiller Unit,Stormy,Low ,Metropolitian ,2.583333333,Shoes,Routine Inspection,York,Affinity YXV
lqyq813452304,7-Feb-27,TECH1409,Robert Taylor,25,4.7,23.214294,77.435361,23.244294,77.465361,HVAC Maintenance,Low Priority,Heat Pump,Sunny,Medium ,Metropolitian ,1.583333333,Cosmetics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
pchy611585669,8-Feb-27,TECH1410,Lisa Nguyen,29,5,22.311844,73.165081,22.341844,73.195081,Electrical Repair,Medium Priority,Ventilation System,Sandstorms,Jam ,Urban ,1.666666667,Sports,Customer Complaint ,Trane,CenTraVac
okgr359664734,9-Feb-27,TECH1411,Carlos Rivera,20,4.8,26.846156,75.8023,26.896156,75.8523,Plumbing Maintenance,High Priority,Rooftop AC,Sandstorms,Jam ,Metropolitian ,1.166666667,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
wzel129960984,10-Feb-27,TECH1412,Emma Brown,23,4.7,26.911378,75.789034,27.051378,75.929034,Boiler Servicing,Urgent Priority,Asset  type,Fog,Jam ,Metropolitian ,3.5,Clothing,Compliance Audit ,Daikin,VRV IV
fhco827148157,11-Feb-27,TECH1413,Vikram Singh,33,5,22.728163,75.884212,22.818163,75.974212,Refrigeration System Repair,Low Priority,Air Conditioner,Sunny,Medium ,Metropolitian ,2.083333333,Clothing,Routine Inspection,York,Affinity YXV
bcww473893145,12-Feb-27,TECH1414,Robert Taylor,24,4.8,11.003669,76.976494,11.113669,77.086494,HVAC Maintenance,Medium Priority,Chiller Unit,Sunny,Jam ,Metropolitian ,1.333333333,Apparel,Scheduled Maintenance ,Carrier,AquaEdge 23XR
azgk940712115,13-Feb-27,TECH1415,Lisa Nguyen,25,4.8,18.994049,72.825203,19.054049,72.885203,Electrical Repair,High Priority,Heat Pump,Fog,Medium ,Metropolitian ,1.833333333,Apparel,Customer Complaint ,Trane,CenTraVac
bzoo769001078,14-Feb-27,TECH1416,Carlos Rivera,31,4.4,18.563934,73.915367,18.693935,74.045367,Plumbing Maintenance,Urgent Priority,Ventilation System,Cloudy,Low ,Metropolitian ,3.083333333,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
ubcd783242087,15-Feb-27,TECH1417,Emma Brown,38,4.8,12.326356,76.619103,12.366356,76.659103,Boiler Servicing,Low Priority,Rooftop AC,Sunny,Medium ,Metropolitian ,1.416666667,Sports,Compliance Audit ,Daikin,VRV IV
jiyc198145687,16-Feb-27,TECH1418,Vikram Singh,22,4.6,30.359722,78.067079,30.469722,78.177079,Refrigeration System Repair,Medium Priority,Asset  type,Sunny,Jam ,Urban ,1.25,Snacks,Routine Inspection,York,Affinity YXV
kscw878662353,17-Feb-27,TECH1419,Robert Taylor,35,4.7,21.160522,72.771477,21.170522,72.781477,HVAC Maintenance,High Priority,Air Conditioner,Sunny,Low ,Metropolitian ,1,Kitchen,Scheduled Maintenance ,Carrier,AquaEdge 23XR
kvqk488778566,18-Feb-27,TECH1420,Lisa Nguyen,34,3.8,21.186884,72.793616,21.296884,72.903616,Electrical Repair,Urgent Priority,Chiller Unit,Cloudy,Low ,Metropolitian ,3.25,Apparel,Customer Complaint ,Trane,CenTraVac
kpjr226562494,19-Feb-27,TECH1421,Carlos Rivera,20,4.8,13.058616,80.264151,13.148616,80.354151,Plumbing Maintenance,Low Priority,Heat Pump,Sunny,Low ,Metropolitian ,2.333333333,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
igvi130716526,20-Feb-27,TECH1422,Emma Brown,29,4.6,0,0,0.01,0.01,Boiler Servicing,Medium Priority,Ventilation System,Cloudy,Low ,Metropolitian ,1.333333333,Pet Supplies,Compliance Audit ,Daikin,VRV IV
fkun064220230,21-Feb-27,TECH1423,Vikram Singh,20,3.5,22.308096,73.167753,22.338096,73.197753,Refrigeration System Repair,High Priority,Rooftop AC,Sunny,Jam ,Semi-Urban ,4.166666667,Books,Routine Inspection,York,Affinity YXV
lyyj446897623,22-Feb-27,TECH1424,Robert Taylor,30,4.2,11.025083,77.015393,11.105083,77.095393,HVAC Maintenance,Urgent Priority,Asset  type,Cloudy,Jam ,Metropolitian ,4.083333333,Home,Scheduled Maintenance ,Carrier,AquaEdge 23XR
vdsc242802639,23-Feb-27,TECH1425,Lisa Nguyen,24,4.4,0,0,0.03,0.03,Electrical Repair,Low Priority,Air Conditioner,Sunny,Jam ,Metropolitian ,4.083333333,Toys,Customer Complaint ,Trane,CenTraVac
ittj864611306,24-Feb-27,TECH1426,Carlos Rivera,35,4,25.457687,81.835585,25.567687,81.945585,Plumbing Maintenance,Medium Priority,Chiller Unit,Fog,Jam ,Metropolitian ,2.916666667,Kitchen,Automated System Alert ,Lennox,Energence Ultra
jzzk349096295,25-Feb-27,TECH1427,Emma Brown,28,4.8,11.006686,76.951736,11.016686,76.961736,Boiler Servicing,High Priority,Heat Pump,Windy,Low ,Metropolitian ,1.5,Snacks,Compliance Audit ,Daikin,VRV IV
sdxs740704107,26-Feb-27,TECH1428,Vikram Singh,22,5,22.732225,75.874765,22.782225,75.924765,Refrigeration System Repair,Urgent Priority,Ventilation System,Sunny,Jam ,Urban ,0.183333333,Grocery,Routine Inspection,York,Affinity YXV
mttu695236585,27-Feb-27,TECH1429,Robert Taylor,23,4.8,11.026117,76.944652,11.096117,77.014652,HVAC Maintenance,Low Priority,Rooftop AC,Cloudy,Jam ,Urban ,2.75,Electronics,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ooki837835398,28-Feb-27,TECH1430,Lisa Nguyen,32,4.3,0,0,0.01,0.01,Electrical Repair,Medium Priority,Asset  type,Stormy,Low ,Metropolitian ,2.333333333,Books,Customer Complaint ,Trane,CenTraVac
yogd343858268,1-Mar-27,TECH1431,Carlos Rivera,22,4.9,18.520016,73.830547,18.540016,73.850547,Plumbing Maintenance,High Priority,Air Conditioner,Fog,Low ,Metropolitian ,1.333333333,Apparel,Automated System Alert ,Lennox,Energence Ultra
gcvw047760888,2-Mar-27,TECH1432,Emma Brown,34,4.6,23.369746,85.33982,23.429746,85.39982,Boiler Servicing,Urgent Priority,Chiller Unit,Cloudy,Jam ,Metropolitian ,2.416666667,Snacks,Compliance Audit ,Daikin,VRV IV
jrpn294896376,3-Mar-27,TECH1433,Vikram Singh,30,4.7,22.761593,75.886362,22.771593,75.896362,Refrigeration System Repair,Low Priority,Heat Pump,Fog,High ,Metropolitian ,2.166666667,Snacks,Routine Inspection,York,Affinity YXV
urgh719421847,4-Mar-27,TECH1434,Robert Taylor,20,4.8,22.310237,73.158921,22.350237,73.198921,HVAC Maintenance,Medium Priority,Ventilation System,Stormy,Medium ,Urban ,1.166666667,Clothing,Scheduled Maintenance ,Carrier,AquaEdge 23XR
xwtx438995455,5-Mar-27,TECH1435,Lisa Nguyen,20,5,21.170798,72.790489,21.250798,72.870489,Electrical Repair,High Priority,Rooftop AC,Windy,Jam ,Metropolitian ,3,Jewelry,Customer Complaint ,Trane,CenTraVac
sccp018255873,6-Mar-27,TECH1436,Carlos Rivera,39,4.6,30.914057,75.83982,30.944057,75.86982,Plumbing Maintenance,Urgent Priority,Asset  type,Windy,Low ,Metropolitian ,2,Skincare,Automated System Alert ,Lennox,Energence Ultra
xxor408538921,7-Mar-27,TECH1437,Emma Brown,27,4.7,23.374878,85.335739,23.394878,85.355739,Boiler Servicing,Low Priority,Air Conditioner,Sandstorms,Low ,Metropolitian ,0.916666667,Sports,Compliance Audit ,Daikin,VRV IV
jrzw710510668,8-Mar-27,TECH1438,Vikram Singh,35,4.8,26.902328,75.794257,26.922328,75.814257,Refrigeration System Repair,Medium Priority,Chiller Unit,Stormy,Low ,Metropolitian ,2.25,Jewelry,Routine Inspection,York,Affinity YXV
eggk782414616,9-Mar-27,TECH1439,Robert Taylor,24,4.8,18.546258,73.904337,18.676258,74.034337,HVAC Maintenance,High Priority,Heat Pump,Windy,Jam ,Metropolitian ,2.166666667,Jewelry,Scheduled Maintenance ,Carrier,AquaEdge 23XR
hidy261467651,10-Mar-27,TECH1440,Lisa Nguyen,25,4.9,23.233219,77.433571,23.293219,77.493571,Electrical Repair,Urgent Priority,Ventilation System,Sunny,Medium ,Metropolitian ,1.416666667,Cosmetics,Customer Complaint ,Trane,CenTraVac
jptb980554885,11-Mar-27,TECH1441,Carlos Rivera,28,4.8,18.536562,73.896485,18.576562,73.936485,Plumbing Maintenance,Low Priority,Rooftop AC,Fog,Medium ,Metropolitian ,1.166666667,Snacks,Automated System Alert ,Lennox,Energence Ultra
vpsf780953121,12-Mar-27,TECH1442,Emma Brown,33,4.6,19.091458,72.827808,19.171458,72.907808,Boiler Servicing,Medium Priority,Asset  type,Cloudy,Low ,Metropolitian ,2.5,Toys,Compliance Audit ,Daikin,VRV IV
yzbx667733486,13-Mar-27,TECH1443,Vikram Singh,35,4.9,26.911927,75.797282,26.961927,75.847282,Refrigeration System Repair,High Priority,Air Conditioner,Sandstorms,Low ,Other,1.75,Home,Routine Inspection,York,Affinity YXV
hxog930219425,14-Mar-27,TECH1444,Robert Taylor,30,4.9,13.044694,80.26147,13.114694,80.33147,HVAC Maintenance,Urgent Priority,Chiller Unit,Stormy,Jam ,Metropolitian ,2.916666667,Snacks,Scheduled Maintenance ,Carrier,AquaEdge 23XR
jkkv014691736,15-Mar-27,TECH1445,Lisa Nguyen,31,4.9,12.981615,80.231598,13.041615,80.291598,Electrical Repair,Low Priority,Heat Pump,Fog,Low ,Metropolitian ,2.416666667,Kitchen,Customer Complaint ,Trane,CenTraVac
sfrj659517575,16-Mar-27,TECH1446,Carlos Rivera,31,4.8,12.972532,77.608179,13.062532,77.698179,Plumbing Maintenance,Medium Priority,Ventilation System,Windy,Medium ,Metropolitian ,1.75,Snacks,Automated System Alert ,Lennox,Energence Ultra
onok376892035,17-Mar-27,TECH1447,Emma Brown,24,4.7,0,0,0.02,0.02,Boiler Servicing,High Priority,Rooftop AC,Windy,Low ,Metropolitian ,1.333333333,Clothing,Compliance Audit ,Daikin,VRV IV
xnmd060157935,18-Mar-27,TECH1448,Vikram Singh,33,5,19.176269,72.836721,19.196269,72.856721,Refrigeration System Repair,Urgent Priority,Asset  type,Sandstorms,Low ,Other,2,Electronics,Routine Inspection,York,Affinity YXV
mzeb245970250,19-Mar-27,TECH1449,Robert Taylor,39,4.6,23.184992,77.417227,23.294992,77.527227,HVAC Maintenance,Low Priority,Air Conditioner,Sunny,Medium ,Metropolitian ,1.5,Sports,Scheduled Maintenance ,Carrier,AquaEdge 23XR
nuyk105990581,20-Mar-27,TECH1450,Lisa Nguyen,37,4.5,26.49095,80.318656,26.55095,80.378656,Electrical Repair,Medium Priority,Chiller Unit,Stormy,Low ,Metropolitian ,2,Outdoors,Customer Complaint ,Trane,CenTraVac
qodg716991505,21-Mar-27,TECH1451,Carlos Rivera,26,4.8,26.892312,75.806896,26.922313,75.836896,Plumbing Maintenance,High Priority,Heat Pump,Fog,Medium ,Urban ,1.75,Sports,Automated System Alert ,Lennox,Energence Ultra
cvog500284478,22-Mar-27,TECH1452,Emma Brown,35,4.4,23.359407,85.325055,23.409407,85.375055,Boiler Servicing,Urgent Priority,Ventilation System,Sandstorms,Medium ,Urban ,2.666666667,Clothing,Compliance Audit ,Daikin,VRV IV
jwdp033586938,23-Mar-27,TECH1453,Vikram Singh,29,4.8,22.538731,88.364878,22.548731,88.374878,Refrigeration System Repair,Low Priority,Rooftop AC,Sandstorms,Low ,Metropolitian ,1.166666667,Home,Routine Inspection,York,Affinity YXV
ggxk185781605,24-Mar-27,TECH1454,Robert Taylor,24,4.8,18.55144,73.804855,18.56144,73.814855,HVAC Maintenance,Medium Priority,Asset  type,Sunny,Low ,Urban ,1.583333333,Clothing,Scheduled Maintenance ,Carrier,AquaEdge 23XR
jysr427028144,25-Mar-27,TECH1455,Lisa Nguyen,25,4.9,26.911927,75.797282,27.041927,75.927282,Electrical Repair,High Priority,Air Conditioner,Sandstorms,Medium ,Urban ,2.25,Electronics,Customer Complaint ,Trane,CenTraVac
apll985655975,26-Mar-27,TECH1456,Carlos Rivera,20,4.5,18.636215,73.751081,18.676215,73.791081,Plumbing Maintenance,Urgent Priority,Chiller Unit,Sandstorms,High ,Metropolitian ,1.75,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
ybmg115603702,27-Mar-27,TECH1457,Emma Brown,28,5,21.149834,72.778666,21.219834,72.848666,Boiler Servicing,Low Priority,Heat Pump,Windy,Low ,Metropolitian ,1.083333333,Skincare,Compliance Audit ,Daikin,VRV IV
hgvp189522861,28-Mar-27,TECH1458,Vikram Singh,29,5,23.39925,85.390464,23.40925,85.400464,Refrigeration System Repair,Medium Priority,Ventilation System,Sunny,Low ,Metropolitian ,1.75,Shoes,Routine Inspection,York,Affinity YXV
wjsm256325267,29-Mar-27,TECH1459,Robert Taylor,37,4.8,23.357804,85.325146,23.377804,85.345146,HVAC Maintenance,High Priority,Rooftop AC,Stormy,Low ,Urban ,2.25,Pet Supplies,Scheduled Maintenance ,Carrier,AquaEdge 23XR
mirt199087171,30-Mar-27,TECH1460,Lisa Nguyen,30,4.8,22.551084,88.354127,22.561084,88.364127,Electrical Repair,Urgent Priority,Asset  type,Sandstorms,Low ,Metropolitian ,2.333333333,Cosmetics,Customer Complaint ,Trane,CenTraVac
wigz116241077,31-Mar-27,TECH1461,Carlos Rivera,23,5,11.021278,76.995017,11.111278,77.085017,Plumbing Maintenance,Low Priority,Air Conditioner,Fog,Medium ,Urban ,2.833333333,Outdoors,Automated System Alert ,Lennox,Energence Ultra
djni578384701,1-Apr-27,TECH1462,Emma Brown,36,4.5,30.899992,75.831338,30.969992,75.901338,Boiler Servicing,Medium Priority,Chiller Unit,Windy,Low ,Metropolitian ,1.5,Electronics,Compliance Audit ,Daikin,VRV IV
booz176813299,2-Apr-27,TECH1463,Vikram Singh,39,4.5,17.431477,78.40035,17.521477,78.49035,Refrigeration System Repair,High Priority,Heat Pump,Fog,Low ,Metropolitian ,3.083333333,Electronics,Routine Inspection,York,Affinity YXV
yrxv783282166,3-Apr-27,TECH1464,Robert Taylor,28,4.9,12.933284,77.615428,12.983284,77.665428,HVAC Maintenance,Urgent Priority,Ventilation System,Windy,Medium ,Metropolitian ,1.083333333,Kitchen,Scheduled Maintenance ,Carrier,AquaEdge 23XR
mjzv475761405,4-Apr-27,TECH1465,Lisa Nguyen,32,4.8,18.994237,72.825553,19.004237,72.835553,Electrical Repair,Low Priority,Rooftop AC,Fog,Low ,Metropolitian ,1.5,Toys,Customer Complaint ,Trane,CenTraVac
vogj512177127,5-Apr-27,TECH1466,Carlos Rivera,38,4.9,17.428294,78.404423,17.488294,78.464423,Plumbing Maintenance,Medium Priority,Asset  type,Sandstorms,Medium ,Metropolitian ,2.583333333,Shoes,Automated System Alert ,Lennox,Energence Ultra
vmcr655255820,6-Apr-27,TECH1467,Emma Brown,32,4.7,0,0,0.09,0.09,Boiler Servicing,High Priority,Air Conditioner,Sandstorms,Medium ,Metropolitian ,2,Sports,Compliance Audit ,Daikin,VRV IV
sbaj018996229,7-Apr-27,TECH1468,Vikram Singh,35,4.8,12.337978,76.616792,12.467978,76.746792,Refrigeration System Repair,Urgent Priority,Chiller Unit,Fog,Jam ,Metropolitian ,3.5,Home,Routine Inspection,York,Affinity YXV
mivz461407242,8-Apr-27,TECH1469,Robert Taylor,33,4.8,22.526461,88.364453,22.586461,88.424453,HVAC Maintenance,Low Priority,Heat Pump,Sunny,Low ,Urban ,1.75,Books,Scheduled Maintenance ,Carrier,AquaEdge 23XR
rdus129341681,9-Apr-27,TECH1470,Lisa Nguyen,27,4.9,17.411028,78.329645,17.541028,78.459645,Electrical Repair,Medium Priority,Ventilation System,Sandstorms,Jam ,Metropolitian ,2.666666667,Shoes,Customer Complaint ,Trane,CenTraVac
fump208124017,10-Apr-27,TECH1471,Carlos Rivera,28,4.9,22.722634,75.886959,22.792634,75.956959,Plumbing Maintenance,High Priority,Rooftop AC,Sandstorms,Jam ,Metropolitian ,1.416666667,Pet Supplies,Automated System Alert ,Lennox,Energence Ultra
zzdt398224350,11-Apr-27,TECH1472,Emma Brown,27,4.6,12.981615,80.231598,13.021615,80.271598,Boiler Servicing,Urgent Priority,Asset  type,Cloudy,Medium ,Metropolitian ,1.833333333,Skincare,Compliance Audit ,Daikin,VRV IV
rosu742347769,12-Apr-27,TECH1473,Vikram Singh,23,5,12.949934,77.699386,13.019934,77.769386,Refrigeration System Repair,Low Priority,Air Conditioner,Windy,Jam ,Metropolitian ,2.25,Sports,Routine Inspection,York,Affinity YXV
mltg533186640,13-Apr-27,TECH1474,Robert Taylor,37,4.2,11.024839,77.007003,11.104839,77.087003,HVAC Maintenance,Medium Priority,Chiller Unit,Stormy,Jam ,Urban ,3.083333333,Toys,Scheduled Maintenance ,Carrier,AquaEdge 23XR
griq568538346,14-Apr-27,TECH1475,Lisa Nguyen,36,4.9,13.044694,80.26147,13.104694,80.32147,Electrical Repair,High Priority,Heat Pump,Sunny,Medium ,Urban ,2,Home,Customer Complaint ,Trane,CenTraVac
ulic859633079,15-Apr-27,TECH1476,Carlos Rivera,32,4.9,0,0,0.08,0.08,Plumbing Maintenance,Urgent Priority,Ventilation System,Fog,Jam ,Metropolitian ,0.783333333,Grocery,Automated System Alert ,Lennox,Energence Ultra
hikf286518789,16-Apr-27,TECH1477,Emma Brown,38,4.8,23.351058,85.325731,23.411058,85.385731,Boiler Servicing,Low Priority,Rooftop AC,Sunny,Low ,Metropolitian ,1.416666667,Skincare,Compliance Audit ,Daikin,VRV IV
izvl399117454,17-Apr-27,TECH1478,Vikram Singh,38,4.8,19.221315,72.862381,19.281315,72.922381,Refrigeration System Repair,Medium Priority,Asset  type,Cloudy,Jam ,Metropolitian ,2.25,Electronics,Routine Inspection,York,Affinity YXV
tbln574225506,18-Apr-27,TECH1479,Robert Taylor,27,5,0,0,0.05,0.05,HVAC Maintenance,High Priority,Air Conditioner,Cloudy,Low ,Metropolitian ,1.333333333,Kitchen,Scheduled Maintenance ,Carrier,AquaEdge 23XR
sgep605324393,19-Apr-27,TECH1480,Lisa Nguyen,31,4.4,17.455894,78.375467,17.525894,78.445467,Electrical Repair,Urgent Priority,Chiller Unit,Stormy,Jam ,Metropolitian ,4.416666667,Outdoors,Customer Complaint ,Trane,CenTraVac
sgrv807655331,20-Apr-27,TECH1481,Carlos Rivera,21,4.2,17.483216,78.552111,17.503216,78.572111,Plumbing Maintenance,Low Priority,Heat Pump,Sandstorms,Low ,Metropolitian ,1.333333333,Jewelry,Automated System Alert ,Lennox,Energence Ultra
ltuo081712610,21-Apr-27,TECH1482,Emma Brown,26,4.7,11.022477,76.995667,11.132477,77.105667,Boiler Servicing,Medium Priority,Ventilation System,Windy,Jam ,Other,1.833333333,Jewelry,Compliance Audit ,Daikin,VRV IV
xbhq884931942,22-Apr-27,TECH1483,Vikram Singh,23,4.9,18.636215,73.751081,18.706215,73.821081,Refrigeration System Repair,High Priority,Rooftop AC,Cloudy,Medium ,Metropolitian ,3,Snacks,Routine Inspection,York,Affinity YXV
nymu234606643,23-Apr-27,TECH1484,Robert Taylor,36,4.8,23.359407,85.325055,23.439407,85.405055,HVAC Maintenance,Urgent Priority,Asset  type,Sunny,Jam ,Metropolitian ,1.25,Skincare,Scheduled Maintenance ,Carrier,AquaEdge 23XR
qnht214154545,24-Apr-27,TECH1485,Lisa Nguyen,34,4.7,12.934179,77.615797,12.974179,77.655797,Electrical Repair,Low Priority,Air Conditioner,Fog,High ,Urban ,2.166666667,Kitchen,Customer Complaint ,Trane,CenTraVac
itfi259801851,25-Apr-27,TECH1486,Carlos Rivera,20,4.9,10.96185,76.971082,11.04185,77.051082,Plumbing Maintenance,Medium Priority,Chiller Unit,Windy,Low ,Metropolitian ,1.25,Cosmetics,Automated System Alert ,Lennox,Energence Ultra
vhkd487067380,26-Apr-27,TECH1487,Emma Brown,25,4.1,11.022169,76.999594,11.082169,77.059594,Boiler Servicing,High Priority,Heat Pump,Windy,Low ,Metropolitian ,2.333333333,Clothing,Compliance Audit ,Daikin,VRV IV
kbln393702128,27-Apr-27,TECH1488,Vikram Singh,36,4.6,22.751857,75.866699,22.831857,75.946699,Refrigeration System Repair,Urgent Priority,Ventilation System,Sunny,Jam ,Urban ,2.5,Home,Routine Inspection,York,Affinity YXV
kjni870891929,28-Apr-27,TECH1489,Robert Taylor,27,4.7,12.981615,80.231598,13.061615,80.311598,HVAC Maintenance,Low Priority,Rooftop AC,Fog,Low ,Metropolitian ,1.666666667,Pet Supplies,Scheduled Maintenance ,Carrier,AquaEdge 23XR
ognp232305886,29-Apr-27,TECH1490,Lisa Nguyen,35,4.1,19.876219,75.346017,19.896219,75.366017,Electrical Repair,Medium Priority,Asset  type,Stormy,Low ,Metropolitian ,2.666666667,Sports,Customer Complaint ,Trane,CenTraVac
guht709314264,30-Apr-27,TECH1491,Carlos Rivera,31,4.8,12.304569,76.643622,12.344569,76.683622,Plumbing Maintenance,High Priority,Air Conditioner,Stormy,High ,Metropolitian ,2.166666667,Cosmetics,Automated System Alert ,Lennox,Energence Ultra
vazf926651495,1-May-27,TECH1492,Emma Brown,33,4.8,0,0,0.11,0.11,Boiler Servicing,Urgent Priority,Chiller Unit,Stormy,Low ,Metropolitian ,1.833333333,Clothing,Compliance Audit ,Daikin,VRV IV
gwsn039100496,2-May-27,TECH1493,Vikram Singh,23,5,26.891191,75.802083,27.001191,75.912083,Refrigeration System Repair,Low Priority,Heat Pump,Cloudy,Jam ,Metropolitian ,3.666666667,Kitchen,Routine Inspection,York,Affinity YXV
fvvr839976631,3-May-27,TECH1494,Robert Taylor,23,4.5,12.914264,77.6784,13.044264,77.8084,HVAC Maintenance,Medium Priority,Ventilation System,Windy,Medium ,Urban ,2.166666667,Snacks,Scheduled Maintenance ,Carrier,AquaEdge 23XR
